
25,-0.15176616165715565,-0.0466367387070504,0.8239913773287212,-2.9719132615859123,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.15575419165657173,-0.054740433771753125,0.8315132438627392,0.6059530006018694,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.14385352943888882,0.21079429375587788,0.8007297864874803,-1.9071202688740267,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.16033874448095464,0.20045041352971457,0.807532927920168,0.9498031173068039,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.16033874448095464,0.20045041352971457,0.807532927920168,0.9498031173068039,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.15176616165715565,-0.04473834006468178,0.8244618772575226,-1.0215679524909018,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.15544743488840104,-0.053718949995689796,0.8297351655222386,0.6059530006018694,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.14444640385090715,0.21218811255754175,0.7998179647897471,-1.6617422072950574,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.16033874448095464,0.20510229459497326,0.807532927920168,0.7132509194507244,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.16033874448095464,0.20510229459497326,0.807532927920168,0.7132509194507244,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.15176616165715565,-0.04395001947617072,0.8239913773287212,-1.0215679524909018,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
26,0.15438512280497294,-0.05019787132632465,0.8315132438627392,-0.2231550086623074,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
28,-0.14811499251563806,0.2179379626449309,0.799230531616232,-0.9742468805323593,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
27,0.1585652572423902,0.20696785714705712,0.8016153010646843,0.9660213417215501,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,FINAL
27,0.1585652572423902,0.20696785714705712,0.8016153010646843,0.9660213417215501,"['Starting Time:', '15:34:14']"

ID,X,Y,Z,Yaw,ORIG
25,-0.15505372454809363,-0.040764026408886864,0.8239913773287212,-1.0215679524909018,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,ORIG
26,0.1519150066401936,-0.04709329058096101,0.8240855615067926,-0.3026065547880565,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,ORIG
28,-0.14938021478588348,0.21848342476988503,0.7952322987142311,-0.8680365081161245,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,ORIG
27,0.15654026220569955,0.20919980544446098,0.8044674151345677,1.2640346068534698,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,FINAL
27,0.15654026220569955,0.20919980544446098,0.8044674151345677,1.2640346068534698,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,ORIG
25,-0.15739390261121236,-0.040764026408886864,0.8160663679120824,-1.6687452589913234,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,ORIG
26,0.15013855549775196,-0.04669573294312179,0.8238325469695561,0.6059530006018694,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,ORIG
28,-0.15123239427432603,0.21960736489759078,0.799230531616232,-0.8680365081161245,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,ORIG
27,0.1542333069570515,0.21011557930481753,0.8020361835978808,1.2640346068534698,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,FINAL
27,0.1542333069570515,0.21011557930481753,0.8020361835978808,1.2640346068534698,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,ORIG
25,-0.15765495266850973,-0.040764026408886864,0.8160663679120824,-2.248207432052732,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,ORIG
26,0.14960110638152965,-0.04669573294312179,0.8240855615067926,1.2457895533277366,"['Starting Time:', '15:34:15']"

ID,X,Y,Z,Yaw,ORIG
